,document,text,zin,label,score_annotaotor,totaalscore
42,Kwartaalrapportage Q4 2023,"groeifaciliteit voor de  23987, nr.   aanspraak maken op dit geld door het      voorstel onderdeel uit. Momenteel wordt over de
Westelijke Balkan        395.         doorvoeren van hervormingen, o.a. op het  verordening onderhandeld op
                                      gebied van de economie en de              Raadswerkgroepniveau. De intentie van het
                                      rechtsstaat.                              Belgisch voorzitterschap is om de verordening
                                                                                voor de EP-verkiezingen van juni 2024 aan te
                                                                                nemen. Het voorzitterschap wil eind maart een
                                                                                gedeeltelijk Raadsmandaat aannemen.
Herziening richtlijn     COM(2023)93  Herziening ziet toe op het verbeteren van Het Commissievoorstel is op 6 december 2023
consulaire bescherming   0            het recht op consulaire bescherming door  gepubliceerd. Begin februari wordt het BNC-fiche
niet-vertegenwoordigde                niet-vertegenwoordigde EU-burgers in      aan de Kamers verzonden. Naar verwachting
EU-burgers in derde                   derde landen, d.m.v. de introductie van   starten de onderhandelingen dan ook onder het
landen                                een uitgewerkte definitie van niet-       Belgische EU-voorzitterschap in de
                                      vertegenwoordigd-zijn, geherdefinieerde   Raadswerkgroep Consulaire zaken (COCON).
                                      samenwerkingsmechanismen en rol voor
                                      de EU-delegaties, nieuwe
                                      informatievoorzieningseisen en een
                                      herziening van de financiële procedures.
Herziening Verordening   COM(2021)57  Vanwege het uitblijven van een akkoord    Vooralsnog is er geen politiek akkoord bereikt in
Algemeen                 9, BNC-fiche over de herziening van het APS, is de     de triloogonderhandelingen over de herziening
Preferentieel            (2021),      huidige APS verordening op 22 november    van het APS.
Stelsel (APS)            Kamerstuk    2023 verlengd tot 31 december 2027. Op
                         22112, nr.   die manier blijven de tariefpreferenties
                         3237,        voor <mark style=""background: #00ced1!important"">ontwikkelingslanden</mark> behouden.
                         Kamerstuk    Ondertussen loopt de triloog over de
                         22112, nr.   herziening door.
                         3593,
                         COM(2023)42
                         6 en
                         Kamerstuk
                         22112, nr.
                         3755
Verordening anti-dwang   COM(2021)77  Het voorstel introduceert een instrument  Het anti-dwang instrument is 27 december 2023
instrument (ACI)         4 en         om economische dwang door derde landen    van kracht geworden, 20 dagen na publicatie van
                         COM(2021)77  te voorkomen, en waarmee in het geval     de verordening in het Publicatieblad van de
                         5, BNC-fiche dat er sprake is van economische dwang,   Europese Unie.
                         (2022),      daar (onder voorwaarden) op kan worden
                         Kamerstuk    gereageerd.
                         22112, nr.
                         3300
Richtlijn internationaal COM(2022)71, Het voorstel verplicht het toepassen van  Op 14 december 2023 hebben de EU-lidstaten,
maatschappelijk          BNC-fiche    gepaste zorgvuldigheid voor grote         het Europees Parlement en de Europese
                         (2022),      bedrijven die actief zijn op de Europese  Commissie een voorlopig politiek akkoord bereikt
                                                                2
","
                         Kamerstuk    Ondertussen loopt de triloog over de
                         22112, nr",positief,,
43,Kwartaalrapportage Q4 2023,"groeifaciliteit voor de  23987, nr.   aanspraak maken op dit geld door het      voorstel onderdeel uit. Momenteel wordt over de
Westelijke Balkan        395.         doorvoeren van hervormingen, o.a. op het  verordening onderhandeld op
                                      gebied van de economie en de              Raadswerkgroepniveau. De intentie van het
                                      rechtsstaat.                              Belgisch voorzitterschap is om de verordening
                                                                                voor de EP-verkiezingen van juni 2024 aan te
                                                                                nemen. Het voorzitterschap wil eind maart een
                                                                                gedeeltelijk Raadsmandaat aannemen.
Herziening richtlijn     COM(2023)93  Herziening ziet toe op het verbeteren van Het Commissievoorstel is op 6 december 2023
consulaire bescherming   0            het recht op consulaire bescherming door  gepubliceerd. Begin februari wordt het BNC-fiche
niet-vertegenwoordigde                niet-vertegenwoordigde EU-burgers in      aan de Kamers verzonden. Naar verwachting
EU-burgers in derde                   derde landen, d.m.v. de introductie van   starten de onderhandelingen dan ook onder het
landen                                een uitgewerkte definitie van niet-       Belgische EU-voorzitterschap in de
                                      vertegenwoordigd-zijn, geherdefinieerde   Raadswerkgroep Consulaire zaken (COCON).
                                      samenwerkingsmechanismen en rol voor
                                      de EU-delegaties, nieuwe
                                      informatievoorzieningseisen en een
                                      herziening van de financiële procedures.
Herziening Verordening   COM(2021)57  Vanwege het uitblijven van een akkoord    Vooralsnog is er geen politiek akkoord bereikt in
Algemeen                 9, BNC-fiche over de herziening van het APS, is de     de triloogonderhandelingen over de herziening
Preferentieel            (2021),      huidige APS verordening op 22 november    van het APS.
Stelsel (APS)            Kamerstuk    2023 verlengd tot 31 december 2027. Op
                         22112, nr.   die manier blijven de tariefpreferenties
                         3237,        voor <mark style=""background: #00ced1!important"">ontwikkelingslanden</mark> behouden.
                         Kamerstuk    Ondertussen loopt de triloog over de
                         22112, nr.   herziening door.
                         3593,
                         COM(2023)42
                         6 en
                         Kamerstuk
                         22112, nr.
                         3755
Verordening anti-dwang   COM(2021)77  Het voorstel introduceert een instrument  Het anti-dwang instrument is 27 december 2023
instrument (ACI)         4 en         om economische dwang door derde landen    van kracht geworden, 20 dagen na publicatie van
                         COM(2021)77  te voorkomen, en waarmee in het geval     de verordening in het Publicatieblad van de
                         5, BNC-fiche dat er sprake is van economische dwang,   Europese Unie.
                         (2022),      daar (onder voorwaarden) op kan worden
                         Kamerstuk    gereageerd.
                         22112, nr.
                         3300
Richtlijn internationaal COM(2022)71, Het voorstel verplicht het toepassen van  Op 14 december 2023 hebben de EU-lidstaten,
maatschappelijk          BNC-fiche    gepaste zorgvuldigheid voor grote         het Europees Parlement en de Europese
                         (2022),      bedrijven die actief zijn op de Europese  Commissie een voorlopig politiek akkoord bereikt
                                                                2
",   herziening door,positief,,
44,Kwartaalrapportage Q4 2023,"groeifaciliteit voor de  23987, nr.   aanspraak maken op dit geld door het      voorstel onderdeel uit. Momenteel wordt over de
Westelijke Balkan        395.         doorvoeren van hervormingen, o.a. op het  verordening onderhandeld op
                                      gebied van de economie en de              Raadswerkgroepniveau. De intentie van het
                                      rechtsstaat.                              Belgisch voorzitterschap is om de verordening
                                                                                voor de EP-verkiezingen van juni 2024 aan te
                                                                                nemen. Het voorzitterschap wil eind maart een
                                                                                gedeeltelijk Raadsmandaat aannemen.
Herziening richtlijn     COM(2023)93  Herziening ziet toe op het verbeteren van Het Commissievoorstel is op 6 december 2023
consulaire bescherming   0            het recht op consulaire bescherming door  gepubliceerd. Begin februari wordt het BNC-fiche
niet-vertegenwoordigde                niet-vertegenwoordigde EU-burgers in      aan de Kamers verzonden. Naar verwachting
EU-burgers in derde                   derde landen, d.m.v. de introductie van   starten de onderhandelingen dan ook onder het
landen                                een uitgewerkte definitie van niet-       Belgische EU-voorzitterschap in de
                                      vertegenwoordigd-zijn, geherdefinieerde   Raadswerkgroep Consulaire zaken (COCON).
                                      samenwerkingsmechanismen en rol voor
                                      de EU-delegaties, nieuwe
                                      informatievoorzieningseisen en een
                                      herziening van de financiële procedures.
Herziening Verordening   COM(2021)57  Vanwege het uitblijven van een akkoord    Vooralsnog is er geen politiek akkoord bereikt in
Algemeen                 9, BNC-fiche over de herziening van het APS, is de     de triloogonderhandelingen over de herziening
Preferentieel            (2021),      huidige APS verordening op 22 november    van het APS.
Stelsel (APS)            Kamerstuk    2023 verlengd tot 31 december 2027. Op
                         22112, nr.   die manier blijven de tariefpreferenties
                         3237,        voor <mark style=""background: #00ced1!important"">ontwikkelingslanden</mark> behouden.
                         Kamerstuk    Ondertussen loopt de triloog over de
                         22112, nr.   herziening door.
                         3593,
                         COM(2023)42
                         6 en
                         Kamerstuk
                         22112, nr.
                         3755
Verordening anti-dwang   COM(2021)77  Het voorstel introduceert een instrument  Het anti-dwang instrument is 27 december 2023
instrument (ACI)         4 en         om economische dwang door derde landen    van kracht geworden, 20 dagen na publicatie van
                         COM(2021)77  te voorkomen, en waarmee in het geval     de verordening in het Publicatieblad van de
                         5, BNC-fiche dat er sprake is van economische dwang,   Europese Unie.
                         (2022),      daar (onder voorwaarden) op kan worden
                         Kamerstuk    gereageerd.
                         22112, nr.
                         3300
Richtlijn internationaal COM(2022)71, Het voorstel verplicht het toepassen van  Op 14 december 2023 hebben de EU-lidstaten,
maatschappelijk          BNC-fiche    gepaste zorgvuldigheid voor grote         het Europees Parlement en de Europese
                         (2022),      bedrijven die actief zijn op de Europese  Commissie een voorlopig politiek akkoord bereikt
                                                                2
","
                         3593,
                         COM(2023)42
                         6 en
                         Kamerstuk
                         22112, nr",positief,,
45,Kwartaalrapportage Q4 2023,"groeifaciliteit voor de  23987, nr.   aanspraak maken op dit geld door het      voorstel onderdeel uit. Momenteel wordt over de
Westelijke Balkan        395.         doorvoeren van hervormingen, o.a. op het  verordening onderhandeld op
                                      gebied van de economie en de              Raadswerkgroepniveau. De intentie van het
                                      rechtsstaat.                              Belgisch voorzitterschap is om de verordening
                                                                                voor de EP-verkiezingen van juni 2024 aan te
                                                                                nemen. Het voorzitterschap wil eind maart een
                                                                                gedeeltelijk Raadsmandaat aannemen.
Herziening richtlijn     COM(2023)93  Herziening ziet toe op het verbeteren van Het Commissievoorstel is op 6 december 2023
consulaire bescherming   0            het recht op consulaire bescherming door  gepubliceerd. Begin februari wordt het BNC-fiche
niet-vertegenwoordigde                niet-vertegenwoordigde EU-burgers in      aan de Kamers verzonden. Naar verwachting
EU-burgers in derde                   derde landen, d.m.v. de introductie van   starten de onderhandelingen dan ook onder het
landen                                een uitgewerkte definitie van niet-       Belgische EU-voorzitterschap in de
                                      vertegenwoordigd-zijn, geherdefinieerde   Raadswerkgroep Consulaire zaken (COCON).
                                      samenwerkingsmechanismen en rol voor
                                      de EU-delegaties, nieuwe
                                      informatievoorzieningseisen en een
                                      herziening van de financiële procedures.
Herziening Verordening   COM(2021)57  Vanwege het uitblijven van een akkoord    Vooralsnog is er geen politiek akkoord bereikt in
Algemeen                 9, BNC-fiche over de herziening van het APS, is de     de triloogonderhandelingen over de herziening
Preferentieel            (2021),      huidige APS verordening op 22 november    van het APS.
Stelsel (APS)            Kamerstuk    2023 verlengd tot 31 december 2027. Op
                         22112, nr.   die manier blijven de tariefpreferenties
                         3237,        voor <mark style=""background: #00ced1!important"">ontwikkelingslanden</mark> behouden.
                         Kamerstuk    Ondertussen loopt de triloog over de
                         22112, nr.   herziening door.
                         3593,
                         COM(2023)42
                         6 en
                         Kamerstuk
                         22112, nr.
                         3755
Verordening anti-dwang   COM(2021)77  Het voorstel introduceert een instrument  Het anti-dwang instrument is 27 december 2023
instrument (ACI)         4 en         om economische dwang door derde landen    van kracht geworden, 20 dagen na publicatie van
                         COM(2021)77  te voorkomen, en waarmee in het geval     de verordening in het Publicatieblad van de
                         5, BNC-fiche dat er sprake is van economische dwang,   Europese Unie.
                         (2022),      daar (onder voorwaarden) op kan worden
                         Kamerstuk    gereageerd.
                         22112, nr.
                         3300
Richtlijn internationaal COM(2022)71, Het voorstel verplicht het toepassen van  Op 14 december 2023 hebben de EU-lidstaten,
maatschappelijk          BNC-fiche    gepaste zorgvuldigheid voor grote         het Europees Parlement en de Europese
                         (2022),      bedrijven die actief zijn op de Europese  Commissie een voorlopig politiek akkoord bereikt
                                                                2
","
                         3755
Verordening anti-dwang   COM(2021)77  Het voorstel introduceert een instrument  Het anti-dwang instrument is 27 december 2023
instrument (ACI)         4 en         om economische dwang door derde landen    van kracht geworden, 20 dagen na publicatie van
                         COM(2021)77  te voorkomen, en waarmee in het geval     de verordening in het Publicatieblad van de
                         5, BNC-fiche dat er sprake is van economische dwang,   Europese Unie",positief,,
46,Kwartaalrapportage Q4 2023,"groeifaciliteit voor de  23987, nr.   aanspraak maken op dit geld door het      voorstel onderdeel uit. Momenteel wordt over de
Westelijke Balkan        395.         doorvoeren van hervormingen, o.a. op het  verordening onderhandeld op
                                      gebied van de economie en de              Raadswerkgroepniveau. De intentie van het
                                      rechtsstaat.                              Belgisch voorzitterschap is om de verordening
                                                                                voor de EP-verkiezingen van juni 2024 aan te
                                                                                nemen. Het voorzitterschap wil eind maart een
                                                                                gedeeltelijk Raadsmandaat aannemen.
Herziening richtlijn     COM(2023)93  Herziening ziet toe op het verbeteren van Het Commissievoorstel is op 6 december 2023
consulaire bescherming   0            het recht op consulaire bescherming door  gepubliceerd. Begin februari wordt het BNC-fiche
niet-vertegenwoordigde                niet-vertegenwoordigde EU-burgers in      aan de Kamers verzonden. Naar verwachting
EU-burgers in derde                   derde landen, d.m.v. de introductie van   starten de onderhandelingen dan ook onder het
landen                                een uitgewerkte definitie van niet-       Belgische EU-voorzitterschap in de
                                      vertegenwoordigd-zijn, geherdefinieerde   Raadswerkgroep Consulaire zaken (COCON).
                                      samenwerkingsmechanismen en rol voor
                                      de EU-delegaties, nieuwe
                                      informatievoorzieningseisen en een
                                      herziening van de financiële procedures.
Herziening Verordening   COM(2021)57  Vanwege het uitblijven van een akkoord    Vooralsnog is er geen politiek akkoord bereikt in
Algemeen                 9, BNC-fiche over de herziening van het APS, is de     de triloogonderhandelingen over de herziening
Preferentieel            (2021),      huidige APS verordening op 22 november    van het APS.
Stelsel (APS)            Kamerstuk    2023 verlengd tot 31 december 2027. Op
                         22112, nr.   die manier blijven de tariefpreferenties
                         3237,        voor <mark style=""background: #00ced1!important"">ontwikkelingslanden</mark> behouden.
                         Kamerstuk    Ondertussen loopt de triloog over de
                         22112, nr.   herziening door.
                         3593,
                         COM(2023)42
                         6 en
                         Kamerstuk
                         22112, nr.
                         3755
Verordening anti-dwang   COM(2021)77  Het voorstel introduceert een instrument  Het anti-dwang instrument is 27 december 2023
instrument (ACI)         4 en         om economische dwang door derde landen    van kracht geworden, 20 dagen na publicatie van
                         COM(2021)77  te voorkomen, en waarmee in het geval     de verordening in het Publicatieblad van de
                         5, BNC-fiche dat er sprake is van economische dwang,   Europese Unie.
                         (2022),      daar (onder voorwaarden) op kan worden
                         Kamerstuk    gereageerd.
                         22112, nr.
                         3300
Richtlijn internationaal COM(2022)71, Het voorstel verplicht het toepassen van  Op 14 december 2023 hebben de EU-lidstaten,
maatschappelijk          BNC-fiche    gepaste zorgvuldigheid voor grote         het Europees Parlement en de Europese
                         (2022),      bedrijven die actief zijn op de Europese  Commissie een voorlopig politiek akkoord bereikt
                                                                2
","
                         (2022),      daar (onder voorwaarden) op kan worden
                         Kamerstuk    gereageerd",positief,,
47,Kwartaalrapportage Q4 2023,"groeifaciliteit voor de  23987, nr.   aanspraak maken op dit geld door het      voorstel onderdeel uit. Momenteel wordt over de
Westelijke Balkan        395.         doorvoeren van hervormingen, o.a. op het  verordening onderhandeld op
                                      gebied van de economie en de              Raadswerkgroepniveau. De intentie van het
                                      rechtsstaat.                              Belgisch voorzitterschap is om de verordening
                                                                                voor de EP-verkiezingen van juni 2024 aan te
                                                                                nemen. Het voorzitterschap wil eind maart een
                                                                                gedeeltelijk Raadsmandaat aannemen.
Herziening richtlijn     COM(2023)93  Herziening ziet toe op het verbeteren van Het Commissievoorstel is op 6 december 2023
consulaire bescherming   0            het recht op consulaire bescherming door  gepubliceerd. Begin februari wordt het BNC-fiche
niet-vertegenwoordigde                niet-vertegenwoordigde EU-burgers in      aan de Kamers verzonden. Naar verwachting
EU-burgers in derde                   derde landen, d.m.v. de introductie van   starten de onderhandelingen dan ook onder het
landen                                een uitgewerkte definitie van niet-       Belgische EU-voorzitterschap in de
                                      vertegenwoordigd-zijn, geherdefinieerde   Raadswerkgroep Consulaire zaken (COCON).
                                      samenwerkingsmechanismen en rol voor
                                      de EU-delegaties, nieuwe
                                      informatievoorzieningseisen en een
                                      herziening van de financiële procedures.
Herziening Verordening   COM(2021)57  Vanwege het uitblijven van een akkoord    Vooralsnog is er geen politiek akkoord bereikt in
Algemeen                 9, BNC-fiche over de herziening van het APS, is de     de triloogonderhandelingen over de herziening
Preferentieel            (2021),      huidige APS verordening op 22 november    van het APS.
Stelsel (APS)            Kamerstuk    2023 verlengd tot 31 december 2027. Op
                         22112, nr.   die manier blijven de tariefpreferenties
                         3237,        voor <mark style=""background: #00ced1!important"">ontwikkelingslanden</mark> behouden.
                         Kamerstuk    Ondertussen loopt de triloog over de
                         22112, nr.   herziening door.
                         3593,
                         COM(2023)42
                         6 en
                         Kamerstuk
                         22112, nr.
                         3755
Verordening anti-dwang   COM(2021)77  Het voorstel introduceert een instrument  Het anti-dwang instrument is 27 december 2023
instrument (ACI)         4 en         om economische dwang door derde landen    van kracht geworden, 20 dagen na publicatie van
                         COM(2021)77  te voorkomen, en waarmee in het geval     de verordening in het Publicatieblad van de
                         5, BNC-fiche dat er sprake is van economische dwang,   Europese Unie.
                         (2022),      daar (onder voorwaarden) op kan worden
                         Kamerstuk    gereageerd.
                         22112, nr.
                         3300
Richtlijn internationaal COM(2022)71, Het voorstel verplicht het toepassen van  Op 14 december 2023 hebben de EU-lidstaten,
maatschappelijk          BNC-fiche    gepaste zorgvuldigheid voor grote         het Europees Parlement en de Europese
                         (2022),      bedrijven die actief zijn op de Europese  Commissie een voorlopig politiek akkoord bereikt
                                                                2
","
                         22112, nr",positief,,
48,Kwartaalrapportage Q4 2023,"groeifaciliteit voor de  23987, nr.   aanspraak maken op dit geld door het      voorstel onderdeel uit. Momenteel wordt over de
Westelijke Balkan        395.         doorvoeren van hervormingen, o.a. op het  verordening onderhandeld op
                                      gebied van de economie en de              Raadswerkgroepniveau. De intentie van het
                                      rechtsstaat.                              Belgisch voorzitterschap is om de verordening
                                                                                voor de EP-verkiezingen van juni 2024 aan te
                                                                                nemen. Het voorzitterschap wil eind maart een
                                                                                gedeeltelijk Raadsmandaat aannemen.
Herziening richtlijn     COM(2023)93  Herziening ziet toe op het verbeteren van Het Commissievoorstel is op 6 december 2023
consulaire bescherming   0            het recht op consulaire bescherming door  gepubliceerd. Begin februari wordt het BNC-fiche
niet-vertegenwoordigde                niet-vertegenwoordigde EU-burgers in      aan de Kamers verzonden. Naar verwachting
EU-burgers in derde                   derde landen, d.m.v. de introductie van   starten de onderhandelingen dan ook onder het
landen                                een uitgewerkte definitie van niet-       Belgische EU-voorzitterschap in de
                                      vertegenwoordigd-zijn, geherdefinieerde   Raadswerkgroep Consulaire zaken (COCON).
                                      samenwerkingsmechanismen en rol voor
                                      de EU-delegaties, nieuwe
                                      informatievoorzieningseisen en een
                                      herziening van de financiële procedures.
Herziening Verordening   COM(2021)57  Vanwege het uitblijven van een akkoord    Vooralsnog is er geen politiek akkoord bereikt in
Algemeen                 9, BNC-fiche over de herziening van het APS, is de     de triloogonderhandelingen over de herziening
Preferentieel            (2021),      huidige APS verordening op 22 november    van het APS.
Stelsel (APS)            Kamerstuk    2023 verlengd tot 31 december 2027. Op
                         22112, nr.   die manier blijven de tariefpreferenties
                         3237,        voor <mark style=""background: #00ced1!important"">ontwikkelingslanden</mark> behouden.
                         Kamerstuk    Ondertussen loopt de triloog over de
                         22112, nr.   herziening door.
                         3593,
                         COM(2023)42
                         6 en
                         Kamerstuk
                         22112, nr.
                         3755
Verordening anti-dwang   COM(2021)77  Het voorstel introduceert een instrument  Het anti-dwang instrument is 27 december 2023
instrument (ACI)         4 en         om economische dwang door derde landen    van kracht geworden, 20 dagen na publicatie van
                         COM(2021)77  te voorkomen, en waarmee in het geval     de verordening in het Publicatieblad van de
                         5, BNC-fiche dat er sprake is van economische dwang,   Europese Unie.
                         (2022),      daar (onder voorwaarden) op kan worden
                         Kamerstuk    gereageerd.
                         22112, nr.
                         3300
Richtlijn internationaal COM(2022)71, Het voorstel verplicht het toepassen van  Op 14 december 2023 hebben de EU-lidstaten,
maatschappelijk          BNC-fiche    gepaste zorgvuldigheid voor grote         het Europees Parlement en de Europese
                         (2022),      bedrijven die actief zijn op de Europese  Commissie een voorlopig politiek akkoord bereikt
                                                                2
","
                         3300
Richtlijn internationaal COM(2022)71, Het voorstel verplicht het toepassen van  Op 14 december 2023 hebben de EU-lidstaten,
maatschappelijk          BNC-fiche    gepaste zorgvuldigheid voor grote         het Europees Parlement en de Europese
                         (2022),      bedrijven die actief zijn op de Europese  Commissie een voorlopig politiek akkoord bereikt
                                                                2
",positief,,
49,Advies GR; Verbetermogelijkheden voor het bevolkingsonderzoek borstkanker,"hoofdstuk 01 | Inleiding                                                    Verbetermogelijkheden bevolkingsonderzoek borstkanker | pagina 8 van 67
resultaten en de nut-risicoverhouding van het huidige programma.
­Hoofdstuk 4 gaat over verbetermogelijkheden, zoals mogelijke
 ­aanpassingen van de leeftijdsgrenzen of het screeningsinterval, en het
  toepassen van nieuwe technieken. In hoofdstuk 5 beschrijft de commissie
  het belang van preventie van borstkanker. In hoofdstuk 6 formuleert de
  commissie haar advies.
  De commissie vindt het belangrijk om de woordkeuze in het advies toe te
  lichten. In het advies worden de woorden ‘<mark style=""background: #00ced1!important"">vrouw</mark>’ en ‘<mark style=""background: #00ced1!important"">vrouw</mark>en’ gebruikt om
  te verwijzen naar mensen in de doelgroep voor het bevolkingsonderzoek
  naar borstkanker. Erkend wordt dat deze woordkeuze niet de ervaring en
  identiteit vertegenwoordigt van iedereen in de doelgroep voor borst­
  kankerscreening, maar hiervoor is gekozen vanwege de leesbaarheid van
  het advies.
  Gezondheidsraad | Nr. 2024/04                                                                                  2
","hoofdstuk 01 | Inleiding                                                    Verbetermogelijkheden bevolkingsonderzoek borstkanker | pagina 8 van 67
resultaten en de nut-risicoverhouding van het huidige programma",positief,,
50,Advies GR; Verbetermogelijkheden voor het bevolkingsonderzoek borstkanker,"hoofdstuk 01 | Inleiding                                                    Verbetermogelijkheden bevolkingsonderzoek borstkanker | pagina 8 van 67
resultaten en de nut-risicoverhouding van het huidige programma.
­Hoofdstuk 4 gaat over verbetermogelijkheden, zoals mogelijke
 ­aanpassingen van de leeftijdsgrenzen of het screeningsinterval, en het
  toepassen van nieuwe technieken. In hoofdstuk 5 beschrijft de commissie
  het belang van preventie van borstkanker. In hoofdstuk 6 formuleert de
  commissie haar advies.
  De commissie vindt het belangrijk om de woordkeuze in het advies toe te
  lichten. In het advies worden de woorden ‘<mark style=""background: #00ced1!important"">vrouw</mark>’ en ‘<mark style=""background: #00ced1!important"">vrouw</mark>en’ gebruikt om
  te verwijzen naar mensen in de doelgroep voor het bevolkingsonderzoek
  naar borstkanker. Erkend wordt dat deze woordkeuze niet de ervaring en
  identiteit vertegenwoordigt van iedereen in de doelgroep voor borst­
  kankerscreening, maar hiervoor is gekozen vanwege de leesbaarheid van
  het advies.
  Gezondheidsraad | Nr. 2024/04                                                                                  2
","
­Hoofdstuk 4 gaat over verbetermogelijkheden, zoals mogelijke
 ­aanpassingen van de leeftijdsgrenzen of het screeningsinterval, en het
  toepassen van nieuwe technieken",positief,,
51,Advies GR; Verbetermogelijkheden voor het bevolkingsonderzoek borstkanker,"hoofdstuk 01 | Inleiding                                                    Verbetermogelijkheden bevolkingsonderzoek borstkanker | pagina 8 van 67
resultaten en de nut-risicoverhouding van het huidige programma.
­Hoofdstuk 4 gaat over verbetermogelijkheden, zoals mogelijke
 ­aanpassingen van de leeftijdsgrenzen of het screeningsinterval, en het
  toepassen van nieuwe technieken. In hoofdstuk 5 beschrijft de commissie
  het belang van preventie van borstkanker. In hoofdstuk 6 formuleert de
  commissie haar advies.
  De commissie vindt het belangrijk om de woordkeuze in het advies toe te
  lichten. In het advies worden de woorden ‘<mark style=""background: #00ced1!important"">vrouw</mark>’ en ‘<mark style=""background: #00ced1!important"">vrouw</mark>en’ gebruikt om
  te verwijzen naar mensen in de doelgroep voor het bevolkingsonderzoek
  naar borstkanker. Erkend wordt dat deze woordkeuze niet de ervaring en
  identiteit vertegenwoordigt van iedereen in de doelgroep voor borst­
  kankerscreening, maar hiervoor is gekozen vanwege de leesbaarheid van
  het advies.
  Gezondheidsraad | Nr. 2024/04                                                                                  2
"," In hoofdstuk 5 beschrijft de commissie
  het belang van preventie van borstkanker",positief,,
52,Advies GR; Verbetermogelijkheden voor het bevolkingsonderzoek borstkanker,"hoofdstuk 01 | Inleiding                                                    Verbetermogelijkheden bevolkingsonderzoek borstkanker | pagina 8 van 67
resultaten en de nut-risicoverhouding van het huidige programma.
­Hoofdstuk 4 gaat over verbetermogelijkheden, zoals mogelijke
 ­aanpassingen van de leeftijdsgrenzen of het screeningsinterval, en het
  toepassen van nieuwe technieken. In hoofdstuk 5 beschrijft de commissie
  het belang van preventie van borstkanker. In hoofdstuk 6 formuleert de
  commissie haar advies.
  De commissie vindt het belangrijk om de woordkeuze in het advies toe te
  lichten. In het advies worden de woorden ‘<mark style=""background: #00ced1!important"">vrouw</mark>’ en ‘<mark style=""background: #00ced1!important"">vrouw</mark>en’ gebruikt om
  te verwijzen naar mensen in de doelgroep voor het bevolkingsonderzoek
  naar borstkanker. Erkend wordt dat deze woordkeuze niet de ervaring en
  identiteit vertegenwoordigt van iedereen in de doelgroep voor borst­
  kankerscreening, maar hiervoor is gekozen vanwege de leesbaarheid van
  het advies.
  Gezondheidsraad | Nr. 2024/04                                                                                  2
"," In hoofdstuk 6 formuleert de
  commissie haar advies",positief,,
53,Advies GR; Verbetermogelijkheden voor het bevolkingsonderzoek borstkanker,"hoofdstuk 01 | Inleiding                                                    Verbetermogelijkheden bevolkingsonderzoek borstkanker | pagina 8 van 67
resultaten en de nut-risicoverhouding van het huidige programma.
­Hoofdstuk 4 gaat over verbetermogelijkheden, zoals mogelijke
 ­aanpassingen van de leeftijdsgrenzen of het screeningsinterval, en het
  toepassen van nieuwe technieken. In hoofdstuk 5 beschrijft de commissie
  het belang van preventie van borstkanker. In hoofdstuk 6 formuleert de
  commissie haar advies.
  De commissie vindt het belangrijk om de woordkeuze in het advies toe te
  lichten. In het advies worden de woorden ‘<mark style=""background: #00ced1!important"">vrouw</mark>’ en ‘<mark style=""background: #00ced1!important"">vrouw</mark>en’ gebruikt om
  te verwijzen naar mensen in de doelgroep voor het bevolkingsonderzoek
  naar borstkanker. Erkend wordt dat deze woordkeuze niet de ervaring en
  identiteit vertegenwoordigt van iedereen in de doelgroep voor borst­
  kankerscreening, maar hiervoor is gekozen vanwege de leesbaarheid van
  het advies.
  Gezondheidsraad | Nr. 2024/04                                                                                  2
","
  De commissie vindt het belangrijk om de woordkeuze in het advies toe te
  lichten",positief,,
54,Advies GR; Verbetermogelijkheden voor het bevolkingsonderzoek borstkanker,"hoofdstuk 01 | Inleiding                                                    Verbetermogelijkheden bevolkingsonderzoek borstkanker | pagina 8 van 67
resultaten en de nut-risicoverhouding van het huidige programma.
­Hoofdstuk 4 gaat over verbetermogelijkheden, zoals mogelijke
 ­aanpassingen van de leeftijdsgrenzen of het screeningsinterval, en het
  toepassen van nieuwe technieken. In hoofdstuk 5 beschrijft de commissie
  het belang van preventie van borstkanker. In hoofdstuk 6 formuleert de
  commissie haar advies.
  De commissie vindt het belangrijk om de woordkeuze in het advies toe te
  lichten. In het advies worden de woorden ‘<mark style=""background: #00ced1!important"">vrouw</mark>’ en ‘<mark style=""background: #00ced1!important"">vrouw</mark>en’ gebruikt om
  te verwijzen naar mensen in de doelgroep voor het bevolkingsonderzoek
  naar borstkanker. Erkend wordt dat deze woordkeuze niet de ervaring en
  identiteit vertegenwoordigt van iedereen in de doelgroep voor borst­
  kankerscreening, maar hiervoor is gekozen vanwege de leesbaarheid van
  het advies.
  Gezondheidsraad | Nr. 2024/04                                                                                  2
"," In het advies worden de woorden ‘<mark style=""background: #00ced1!important"">vrouw</mark>’ en ‘<mark style=""background: #00ced1!important"">vrouw</mark>en’ gebruikt om
  te verwijzen naar mensen in de doelgroep voor het bevolkingsonderzoek
  naar borstkanker",positief,,
